#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2E82
#Date Time: 2024-12-01 08:47:46.278
#Sample rate: 2.12766e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -850 mV Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1.5 V
#Offset: 1.5 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 5 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.001770514736842105,-0.01483947187763912
-0.001770044736842105,-0.01450508523370209
-0.001769574736842105,-0.01483947187763912
-0.001769104736842105,-0.01517385852157616
-0.001768634736842105,-0.01483947187763912
-0.001768164736842105,-0.01450508523370209
-0.001767694736842105,-0.01517385852157616
-0.001767224736842105,-0.01450508523370209
-0.001766754736842105,-0.01517385852157616
-0.001766284736842105,-0.01417069858976505
-0.001765814736842105,-0.01450508523370209
-0.001765344736842105,-0.01450508523370209
-0.001764874736842105,-0.01450508523370209
-0.001764404736842105,-0.01483947187763912
-0.001763934736842105,-0.01417069858976505
-0.001763464736842105,-0.01483947187763912
-0.001762994736842105,-0.01417069858976505
-0.001762524736842105,-0.01517385852157616
-0.001762054736842105,-0.01483947187763912
-0.001761584736842105,-0.01517385852157616
-0.001761114736842105,-0.01517385852157616
-0.001760644736842105,-0.01550824516551319
-0.001760174736842105,-0.01483947187763912
-0.001759704736842105,-0.01383631194582802
-0.001759234736842105,-0.01417069858976505
-0.001758764736842105,-0.01417069858976505
-0.001758294736842105,-0.01417069858976505
-0.001757824736842105,-0.01450508523370209
-0.001757354736842105,-0.01517385852157616
-0.001756884736842105,-0.01450508523370209
-0.001756414736842105,-0.01450508523370209
-0.001755944736842105,-0.01550824516551319
-0.001755474736842105,-0.01417069858976505
-0.001755004736842105,-0.01483947187763912
-0.001754534736842105,-0.01517385852157616
-0.001754064736842105,-0.01483947187763912
-0.001753594736842105,-0.01483947187763912
-0.001753124736842105,-0.01417069858976505
-0.001752654736842105,-0.01417069858976505
-0.001752184736842105,-0.01450508523370209
-0.001751714736842105,-0.01483947187763912
-0.001751244736842105,-0.01483947187763912
-0.001750774736842105,-0.01483947187763912
-0.001750304736842105,-0.01517385852157616
-0.001749834736842105,-0.01517385852157616
-0.001749364736842105,-0.01483947187763912
-0.001748894736842105,-0.01483947187763912
-0.001748424736842105,-0.01483947187763912
-0.001747954736842105,-0.01417069858976505
-0.001747484736842105,-0.01483947187763912
-0.001747014736842105,-0.01383631194582802
-0.001746544736842105,-0.01483947187763912
-0.001746074736842105,-0.01517385852157616
-0.001745604736842105,-0.01483947187763912
-0.001745134736842105,-0.01450508523370209
-0.001744664736842105,-0.01417069858976505
-0.001744194736842105,-0.01450508523370209
-0.001743724736842105,-0.01383631194582802
-0.001743254736842105,-0.01450508523370209
-0.001742784736842105,-0.01450508523370209
-0.001742314736842105,-0.01483947187763912
-0.001741844736842105,-0.01417069858976505
-0.001741374736842105,-0.01417069858976505
-0.001740904736842105,-0.01417069858976505
-0.001740434736842105,-0.01483947187763912
-0.001739964736842105,-0.01517385852157616
-0.001739494736842105,-0.01383631194582802
-0.001739024736842105,-0.01450508523370209
-0.001738554736842105,-0.01450508523370209
-0.001738084736842105,-0.01550824516551319
-0.001737614736842105,-0.01483947187763912
-0.001737144736842105,-0.01450508523370209
-0.001736674736842105,-0.01450508523370209
-0.001736204736842105,-0.01450508523370209
-0.001735734736842105,-0.01517385852157616
-0.001735264736842105,-0.01483947187763912
-0.001734794736842105,-0.01483947187763912
-0.001734324736842105,-0.01550824516551319
-0.001733854736842105,-0.01550824516551319
-0.001733384736842105,-0.01483947187763912
-0.001732914736842105,-0.01417069858976505
-0.001732444736842105,-0.01450508523370209
-0.001731974736842105,-0.01450508523370209
-0.001731504736842105,-0.01417069858976505
-0.001731034736842105,-0.01383631194582802
-0.001730564736842105,-0.01417069858976505
-0.001730094736842105,-0.01383631194582802
-0.001729624736842105,-0.01450508523370209
-0.001729154736842105,-0.01417069858976505
-0.001728684736842105,-0.01383631194582802
-0.001728214736842105,-0.01483947187763912
-0.001727744736842105,-0.01417069858976505
-0.001727274736842105,-0.01517385852157616
-0.001726804736842105,-0.01450508523370209
-0.001726334736842105,-0.01483947187763912
-0.001725864736842105,-0.01483947187763912
-0.001725394736842105,-0.01417069858976505
-0.001724924736842105,-0.01450508523370209
-0.001724454736842105,-0.01417069858976505
-0.001723984736842105,-0.01483947187763912
-0.001723514736842105,-0.01483947187763912
-0.001723044736842105,-0.01483947187763912
-0.001722574736842105,-0.01483947187763912
-0.001722104736842105,-0.01483947187763912
-0.001721634736842105,-0.01483947187763912
-0.001721164736842105,-0.01483947187763912
-0.001720694736842105,-0.01550824516551319
-0.001720224736842105,-0.01550824516551319
-0.001719754736842105,-0.01584263180945022
-0.001719284736842105,-0.01550824516551319
-0.001718814736842105,-0.01584263180945022
-0.001718344736842105,-0.01483947187763912
-0.001717874736842105,-0.01450508523370209
-0.001717404736842105,-0.01450508523370209
-0.001716934736842105,-0.01450508523370209
-0.001716464736842105,-0.01584263180945022
-0.001715994736842105,-0.01550824516551319
-0.001715524736842105,-0.01517385852157616
-0.001715054736842105,-0.01550824516551319
-0.001714584736842105,-0.01550824516551319
-0.001714114736842105,-0.01550824516551319
-0.001713644736842105,-0.01517385852157616
-0.001713174736842105,-0.01517385852157616
-0.001712704736842105,-0.01617701845338726
-0.001712234736842105,-0.01584263180945022
-0.001711764736842105,-0.01517385852157616
-0.001711294736842105,-0.01483947187763912
-0.001710824736842105,-0.01483947187763912
-0.001710354736842105,-0.01417069858976505
