#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2E82
#Date Time: 2024-12-01 08:43:45.339
#Sample rate: 7.69231e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -850 mV Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1.5 V
#Offset: 1.5 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 5 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.0006510418537008147,-0.001798392764094769
-0.0006509118537008147,-0.001798392764094769
-0.0006507818537008147,-0.001798392764094769
-0.0006506518537008147,-0.001798392764094769
-0.0006505218537008147,-0.001464006120157887
-0.0006503918537008147,-0.001464006120157735
-0.0006502618537008146,-0.001464006120157735
-0.0006501318537008147,-0.001464006120157735
-0.0006500018537008147,-0.001464006120157735
-0.0006498718537008147,-0.0007952328322836655
-0.0006497418537008147,-0.0011296194762207
-0.0006496118537008147,-0.0011296194762207
-0.0006494818537008147,-0.0011296194762207
-0.0006493518537008147,-0.0011296194762207
-0.0006492218537008147,-0.0011296194762207
-0.0006490918537008147,-0.0007952328322833614
-0.0006489618537008147,-0.0001264595444095962
-0.0006488318537008147,-0.0004608461883466308
-0.0006487018537008147,-0.0004608461883466308
-0.0006485718537008147,-0.0007952328322836655
-0.0006484418537008147,-0.0007952328322836655
-0.0006483118537008147,-0.0004608461883467829
-0.0006481818537008147,-0.0007952328322835135
-0.0006480518537008146,-0.0007952328322838176
-0.0006479218537008147,-0.001129619476220548
-0.0006477918537008147,-0.0007952328322836655
-0.0006476618537008147,-0.0011296194762207
-0.0006475318537008147,-0.0007952328322836655
-0.0006474018537008147,-0.0011296194762207
-0.0006472718537008147,-0.0004608461883469349
-0.0006471418537008147,-0.0007952328322835135
-0.0006470118537008146,-0.0007952328322836655
-0.0006468818537008147,-0.0007952328322835134
-0.0006467518537008147,-0.0004608461883466308
-0.0006466218537008147,-0.0007952328322836655
-0.0006464918537008147,-0.0011296194762207
-0.0006463618537008147,-0.0011296194762207
-0.0006462318537008147,-0.001464006120157735
-0.0006461018537008147,-0.001464006120157735
-0.0006459718537008146,-0.001464006120157583
-0.0006458418537008147,-0.0011296194762207
-0.0006457118537008147,-0.0011296194762207
-0.0006455818537008147,-0.001798392764094769
-0.0006454518537008147,-0.0011296194762207
-0.0006453218537008147,-0.001798392764094769
-0.0006451918537008147,-0.001798392764094769
-0.0006450618537008147,-0.002467166051968535
-0.0006449318537008147,-0.001464006120158191
-0.0006448018537008147,-0.002132779408031652
-0.0006446718537008147,-0.001798392764094921
-0.0006445418537008147,-0.002132779408031804
-0.0006444118537008147,-0.002132779408031804
-0.0006442818537008147,-0.001798392764094769
-0.0006441518537008147,-0.001798392764094769
-0.0006440218537008147,-0.002132779408031652
-0.0006438918537008147,-0.001464006120158039
-0.0006437618537008146,-0.0021327794080315
-0.0006436318537008147,-0.001464006120157735
-0.0006435018537008147,-0.001464006120157735
-0.0006433718537008147,-0.001798392764094769
-0.0006432418537008147,-0.001798392764094769
-0.0006431118537008147,-0.002132779408031804
-0.0006429818537008147,-0.001798392764094921
-0.0006428518537008147,-0.002467166051968535
-0.0006427218537008146,-0.001798392764094769
-0.0006425918537008147,-0.001798392764094769
-0.0006424618537008147,-0.001798392764094769
-0.0006423318537008147,-0.001464006120157735
-0.0006422018537008147,-0.001464006120157735
-0.0006420718537008147,-0.001798392764094769
-0.0006419418537008147,-0.0011296194762207
-0.0006418118537008147,-0.001464006120157583
-0.0006416818537008147,-0.001129619476220852
-0.0006415518537008147,-0.0021327794080315
-0.0006414218537008147,-0.001464006120157735
-0.0006412918537008147,-0.001464006120157735
-0.0006411618537008147,-0.0011296194762207
-0.0006410318537008147,-0.0011296194762207
-0.0006409018537008147,-0.001464006120157735
-0.0006407718537008147,-0.001464006120157735
-0.0006406418537008147,-0.001129619476220852
-0.0006405118537008147,-0.0011296194762207
-0.0006403818537008147,-0.001129619476220852
-0.0006402518537008147,-0.001464006120157735
-0.0006401218537008147,-0.0011296194762207
-0.0006399918537008147,-0.0011296194762207
-0.0006398618537008147,-0.0007952328322836655
-0.0006397318537008147,-0.001129619476220548
-0.0006396018537008147,-0.001464006120157583
-0.0006394718537008146,-0.001129619476220852
-0.0006393418537008147,-0.001464006120157735
-0.0006392118537008147,-0.001464006120157735
-0.0006390818537008147,-0.0011296194762207
-0.0006389518537008147,-0.0007952328322836655
-0.0006388218537008147,-0.0007952328322836655
-0.0006386918537008147,-0.001464006120157431
-0.0006385618537008147,-0.001129619476220852
-0.0006384318537008146,-0.0011296194762207
-0.0006383018537008147,-0.0011296194762207
-0.0006381718537008147,-0.0011296194762207
-0.0006380418537008147,-0.0011296194762207
-0.0006379118537008147,-0.0007952328322836655
-0.0006377818537008147,-0.001464006120157735
-0.0006376518537008147,-0.001464006120157735
-0.0006375218537008147,-0.001464006120157735
-0.0006373918537008147,-0.001129619476220852
-0.0006372618537008147,-0.0007952328322838176
-0.0006371318537008147,-0.0011296194762207
-0.0006370018537008147,-0.0011296194762207
-0.0006368718537008147,-0.001464006120157735
-0.0006367418537008147,-0.0011296194762207
-0.0006366118537008147,-0.0011296194762207
-0.0006364818537008147,-0.001464006120157583
-0.0006363518537008147,-0.0007952328322839696
