#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2E82
#Date Time: 2024-09-30 00:50:27.863
#Sample rate: 80000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: 750 mV HoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 2 V/div Offset: -3 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 100 Hz
#Period: 10 ms
#Amplitude: 2 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.042909375,-1.997584644082232,-1.213088496969103
-0.042896875,-1.993910888510573,-1.216762625003907
-0.042884375,-1.990237132938913,-1.213088496969101
-0.042871875,-1.990237132938913,-1.213088496969101
-0.04285937500000001,-1.986563377367252,-1.213088496969101
-0.042846875,-1.982889621795592,-1.2130884969691
-0.042834375,-1.982889621795592,-1.209414368934294
-0.042821875,-1.979215866223931,-1.213088496969101
-0.042809375,-1.979215866223931,-1.209414368934294
-0.04279687500000001,-1.971868355080611,-1.213088496969101
-0.042784375,-1.968194599508948,-1.209414368934294
-0.042771875,-1.96452084393729,-1.209414368934294
-0.042759375,-1.96452084393729,-1.209414368934294
-0.042746875,-1.957173332793969,-1.213088496969101
-0.042734375,-1.957173332793969,-1.213088496969101
-0.04272187500000001,-1.95349957722231,-1.209414368934296
-0.042709375,-1.946152066078988,-1.213088496969101
-0.042696875,-1.942478310507327,-1.209414368934294
-0.042684375,-1.938804554935667,-1.213088496969101
-0.042671875,-1.935130799364006,-1.213088496969101
-0.04265937500000001,-1.931457043792348,-1.209414368934296
-0.042646875,-1.924109532649025,-1.209414368934294
-0.042634375,-1.920435777077365,-1.209414368934294
-0.042621875,-1.916762021505704,-1.209414368934294
-0.042609375,-1.913088265934044,-1.209414368934294
-0.04259687500000001,-1.909414510362385,-1.209414368934294
-0.042584375,-1.902066999219063,-1.209414368934294
-0.042571875,-1.894719488075742,-1.209414368934294
-0.042559375,-1.891045732504081,-1.209414368934294
-0.042546875,-1.887371976932421,-1.209414368934294
-0.04253437500000001,-1.883698221360762,-1.209414368934294
-0.042521875,-1.87635071021744,-1.209414368934294
-0.042509375,-1.869003199074119,-1.209414368934294
-0.042496875,-1.861655687930798,-1.209414368934294
-0.042484375,-1.857981932359138,-1.209414368934294
-0.04247187500000001,-1.85063442121582,-1.209414368934294
-0.042459375,-1.846960665644156,-1.209414368934294
-0.042446875,-1.839613154500835,-1.205740240899488
-0.042434375,-1.828591887785854,-1.205740240899488
-0.042421875,-1.824918132214194,-1.205740240899488
-0.04240937500000001,-1.817570621070876,-1.205740240899488
-0.042396875,-1.810223109927552,-1.205740240899488
-0.042384375,-1.802875598784231,-1.205740240899488
-0.042371875,-1.799201843212571,-1.205740240899488
-0.042359375,-1.79185433206925,-1.205740240899488
-0.04234687500000001,-1.784506820925932,-1.205740240899488
-0.042334375,-1.777159309782608,-1.205740240899488
-0.042321875,-1.769811798639287,-1.205740240899488
-0.042309375,-1.762464287495967,-1.205740240899488
-0.042296875,-1.755116776352646,-1.202066112864682
-0.04228437500000001,-1.747769265209328,-1.202066112864682
-0.042271875,-1.736747998494344,-1.202066112864682
-0.042259375,-1.729400487351023,-1.202066112864682
-0.042246875,-1.722052976207702,-1.202066112864682
-0.042234375,-1.714705465064381,-1.202066112864682
-0.04222187500000001,-1.707357953921063,-1.198391984829877
-0.042209375,-1.696336687206079,-1.202066112864682
-0.042196875,-1.688989176062758,-1.202066112864682
-0.042184375,-1.677967909347777,-1.202066112864682
-0.042171875,-1.666946642632796,-1.198391984829875
-0.04215937500000001,-1.659599131489478,-1.202066112864681
-0.042146875,-1.652251620346154,-1.202066112864682
-0.042134375,-1.641230353631173,-1.198391984829875
-0.042121875,-1.633882842487852,-1.198391984829875
-0.042109375,-1.622861575772871,-1.198391984829875
-0.04209687500000001,-1.611840309057894,-1.198391984829875
-0.042084375,-1.600819042342908,-1.198391984829875
-0.042071875,-1.593471531199587,-1.198391984829875
-0.042059375,-1.586124020056266,-1.194717856795069
-0.042046875,-1.575102753341285,-1.194717856795069
-0.04203437500000001,-1.564081486626304,-1.194717856795069
-0.042021875,-1.556733975482983,-1.194717856795069
-0.042009375,-1.545712708768002,-1.191043728760262
-0.041996875,-1.53469144205302,-1.194717856795069
-0.041984375,-1.5273439309097,-1.194717856795069
-0.04197187500000001,-1.516322664194718,-1.194717856795069
-0.041959375,-1.508975153051398,-1.191043728760262
-0.041946875,-1.494280130764756,-1.191043728760262
-0.041934375,-1.486932619621435,-1.191043728760262
-0.041921875,-1.475911352906454,-1.191043728760262
-0.04190937500000001,-1.461216330619812,-1.187369600725456
-0.041896875,-1.450195063904827,-1.187369600725456
-0.041884375,-1.44284755276151,-1.187369600725456
-0.041871875,-1.428152530474868,-1.191043728760262
-0.041859375,-1.417131263759887,-1.187369600725456
-0.04184687500000001,-1.402436241473245,-1.183695472690649
-0.041834375,-1.395088730329919,-1.183695472690649
-0.041821875,-1.384067463614943,-1.183695472690649
-0.041809375,-1.369372441328301,-1.183695472690649
-0.041796875,-1.35835117461332,-1.180021344655843
-0.04178437500000001,-1.347329907898339,-1.180021344655843
-0.041771875,-1.336308641183352,-1.180021344655843
-0.041759375,-1.325287374468376,-1.180021344655843
-0.041746875,-1.314266107753395,-1.180021344655843
-0.041734375,-1.299571085466753,-1.183695472690649
-0.04172187500000001,-1.292223574323433,-1.176347216621036
-0.041709375,-1.277528552036786,-1.176347216621038
-0.041696875,-1.26650728532181,-1.180021344655843
-0.041684375,-1.251812263035168,-1.176347216621036
-0.041671875,-1.240790996320187,-1.176347216621036
-0.04165937500000001,-1.229769729605205,-1.176347216621036
-0.041646875,-1.215074707318559,-1.172673088586232
-0.041634375,-1.204053440603583,-1.176347216621036
-0.041621875,-1.189358418316941,-1.17267308858623
-0.041609375,-1.17833715160196,-1.17267308858623
-0.04159687500000001,-1.167315884886978,-1.168998960551423
-0.041584375,-1.15262086260033,-1.172673088586229
-0.041571875,-1.137925840313695,-1.168998960551423
-0.041559375,-1.126904573598714,-1.168998960551423
-0.041546875,-1.112209551312072,-1.165324832516617
-0.04153437500000001,-1.09751452902543,-1.165324832516617
-0.041521875,-1.086493262310444,-1.165324832516617
-0.041509375,-1.075471995595468,-1.165324832516617
-0.041496875,-1.060776973308826,-1.161650704481811
-0.041484375,-1.049755706593845,-1.161650704481811
-0.04147187500000001,-1.035060684307203,-1.157976576447004
-0.041459375,-1.020365662020555,-1.157976576447004
-0.041446875,-1.00567063973392,-1.157976576447004
-0.041434375,-0.9946493730189384,-1.157976576447004
-0.041421875,-0.9762805951606364,-1.154302448412198
-0.04140937500000001,-0.9652593284456551,-1.150628320377391
-0.041396875,-0.9505643061590084,-1.154302448412198
-0.041384375,-0.9395430394440322,-1.154302448412198
-0.041371875,-0.9248480171573904,-1.150628320377391
-0.041359375,-0.9101529948707487,-1.146954192342585
-0.04134687500000001,-0.8954579725841071,-1.146954192342585
-0.041334375,-0.8807629502974588,-1.143280064307779
-0.041321875,-0.8660679280108237,-1.143280064307779
-0.041309375,-0.851372905724182,-1.139605936272972
-0.041296875,-0.8403516390092007,-1.139605936272972
-0.04128437500000001,-0.8256566167225591,-1.135931808238166
-0.041271875,-0.8109615944359091,-1.135931808238164
-0.041259375,-0.7925928165776153,-1.132257680203359
-0.041246875,-0.781571549862634,-1.132257680203359
-0.041234375,-0.7632027720043318,-1.128583552168553
-0.04122187500000001,-0.7521815052893507,-1.124909424133746
-0.041209375,-0.7374864830027023,-1.124909424133746
-0.041196875,-0.7227914607160673,-1.124909424133746
-0.041184375,-0.7044226828577651,-1.12123529609894
-0.041171875,-0.6934014161427838,-1.117561168064134
-0.041159375,-0.6750326382844818,-1.117561168064134
-0.04114687500000001,-0.6640113715695055,-1.113887040029328
-0.041134375,-0.6456425937111984,-1.110212911994521
-0.041121875,-0.6309475714245567,-1.106538783959714
-0.041109375,-0.6199263047095754,-1.106538783959714
-0.041096875,-0.6015575268512734,-1.102864655924908
-0.04108437500000001,-0.5868625045646383,-1.099190527890102
-0.041071875,-0.5758412378496504,-1.095516399855295
-0.041059375,-0.5574724599913483,-1.095516399855295
-0.041046875,-0.5427774377047067,-1.088168143785682
-0.041034375,-0.5280824154180649,-1.088168143785682
-0.04102187500000001,-0.5133873931314299,-1.080819887716072
-0.041009375,-0.4986923708447815,-1.080819887716069
-0.040996875,-0.4839973485581399,-1.073471631646456
-0.040984375,-0.4693023262714981,-1.069797503611649
-0.040971875,-0.4509335484131961,-1.066123375576843
-0.04095937500000001,-0.4362385261265611,-1.062449247542038
-0.040946875,-0.4215435038399127,-1.05877511950723
-0.040934375,-0.406848481553271,-1.055100991472423
-0.040921875,-0.3884797036949689,-1.04775273540281
-0.040909375,-0.3774584369799877,-1.040404479333197
-0.04089687500000001,-0.3627634146933526,-1.033056223263587
-0.040884375,-0.3443946368350438,-1.029382095228778
-0.040871875,-0.3296996145484021,-1.022033839159165
-0.040859375,-0.3150045922617605,-1.018359711124359
-0.040846875,-0.3003095699751188,-1.003663198985133
-0.04083437500000001,-0.2782670365451663,-0.9963149429155227
-0.040821875,-0.2635720142585146,-0.9889666868459064
-0.040809375,-0.2525507475435333,-0.9779443027414874
-0.040796875,-0.2378557252568916,-0.9705960466718744
-0.040784375,-0.2194869473985895,-0.9558995345326484
-0.04077187500000001,-0.2047919251119545,-0.9412030223934291
-0.040759375,-0.1900969028253061,-0.9265065102541965
-0.040746875,-0.1754018805386644,-0.9118099981149705
-0.040734375,-0.1533593471087019,-0.889765229906132
-0.040721875,-0.1386643248220602,-0.8640463336624866
-0.04070937500000001,-0.127643058107084,-0.834653309384048
-0.040696875,-0.1092742802487768,-0.7979120290359702
-0.040684375,-0.09090550239047475,-0.7391259804790664
-0.040671875,-0.07988423567549348,-0.6509469076437111
-0.040659375,-0.06151545781719137,-0.5113300423210654
-0.04064687500000001,-0.04682043553055637,-0.3166012564764109
-0.040634375,-0.032125413243908,-0.06308642207467585
-0.040621875,-0.01743039095726631,0.2565627169534874
-0.040609375,0.0009383869010357944,0.6166272643645216
-0.040596875,0.01563340918767748,1.02445547622804
-0.04058437500000001,0.03032843147431249,1.469024968439421
-0.040571875,0.04502345376096085,1.950335740999271
-0.040559375,0.06339223161926297,2.442668897663338
-0.040546875,0.08176100947756507,2.927653798257792
-0.040534375,0.09645603176420675,3.331807882086504
-0.04052187500000001,0.1111510540508417,3.493469515617915
-0.040509375,0.1258460763374901,3.537559052035666
-0.040496875,0.1405410986241318,3.570626204348925
-0.040484375,0.1552361209107735,3.600019228627376
-0.040471875,0.1699311431974152,3.633086380940635
-0.04045937500000001,0.1882999210557173,3.662479405219086
-0.040446875,0.202994943342359,3.691872429497538
-0.040434375,0.2176899656290007,3.728613709845603
-0.040421875,0.2323849879156424,3.765354990193668
-0.040409375,0.247080010202284,3.989476800316862
-0.04039687500000001,0.2691225436322466,4.456091060737284
-0.040384375,0.2801438103472279,4.577337285885898
-0.040371875,0.2985125882055299,4.60673031016435
-0.040359375,0.3132076104921716,4.625100950338382
-0.040346875,0.3279026327788133,4.639797462477608
-0.04033437500000001,0.3462714106371154,4.654493974616834
-0.040321875,0.3609664329237621,4.665516358721261
-0.040309375,0.3719876996387384,4.683886998895286
-0.040296875,0.3866827219253801,4.694909382999705
-0.040284375,0.4050514997836822,4.709605895138931
-0.04027187500000001,0.4197465220703239,4.724302407278157
-0.040259375,0.4344415443569739,4.731650663347777
-0.040246875,0.4528103222152676,4.746347175486996
-0.040234375,0.4675053445019093,4.757369559591415
-0.040221875,0.482200366788551,4.772066071730641
-0.04020937500000001,0.5005691446468531,4.779414327800254
-0.040196875,0.5152641669335015,4.790436711904677
-0.040184375,0.5299591892201365,4.797784967974286
-0.040171875,0.5446542115067782,4.808807352078706
-0.040159375,0.5593492337934198,4.816155608148319
-0.04014687500000001,0.5740442560800616,4.827177992252738
-0.040134375,0.5887392783667099,4.834526248322356
-0.040121875,0.6034343006533449,4.84554863242677
-0.040109375,0.6181293229399866,4.852896888496383
-0.040096875,0.6328243452266283,4.860245144565996
-0.04008437500000001,0.6511931230849304,4.867593400635609
-0.040071875,0.6622143897999183,4.874941656705225
-0.040059375,0.6769094120865534,4.882289912774835
-0.040046875,0.6916044343731951,4.885964040809641
-0.040034375,0.7062994566598367,4.893312296879254
-0.04002187500000001,0.7209944789464784,4.900660552948867
-0.040009375,0.7356895012331268,4.904334680983677
-0.039996875,0.7503845235197618,4.911682937053286
-0.039984375,0.7687533013780639,4.915357065088093
-0.039971875,0.7834483236647056,4.919031193122899
-0.03995937500000001,0.7944695903796869,4.926379449192512
-0.039946875,0.8091646126663352,4.930053577227321
-0.039934375,0.8238596349529702,4.933727705262125
-0.039921875,0.8348809016679515,4.937401833296932
-0.039909375,0.8532496795262536,4.944750089366545
-0.03989687500000001,0.8642709462412349,4.944750089366545
-0.039884375,0.8789659685278832,4.948424217401353
-0.039871875,0.8936609908145182,4.952098345436157
-0.039859375,0.9083560131011599,4.955772473470964
-0.039846875,0.9230510353878016,4.959446601505771
-0.03983437500000001,0.9340723021027829,4.963120729540577
-0.039821875,0.9450935688177725,4.959446601505775
-0.039809375,0.9634623466760662,4.966794857575383
-0.039796875,0.9781573689627079,4.966794857575383
-0.039784375,0.9891786356776892,4.97046898561019
-0.03977187500000001,1.003873657964331,4.966794857575383
-0.039759375,1.022242435822636,4.970468985610188
-0.039746875,1.029589946965954,4.966794857575383
-0.039734375,1.044284969252596,4.97046898561019
-0.039721875,1.055306235967577,4.97046898561019
-0.03970937500000001,1.070001258254218,4.974143113644997
-0.039696875,1.081022524969208,4.974143113644997
-0.039684375,1.099391302827502,4.974143113644997
-0.039671875,1.106738813970823,4.97046898561019
-0.039659375,1.121433836257464,4.974143113644997
-0.03964687500000001,1.136128858544106,4.974143113644997
-0.03963437500000001,1.147150125259082,4.970468985610192
-0.039621875,1.161845147545729,4.974143113644997
-0.039609375,1.17286641426071,4.974143113644997
-0.039596875,1.187561436547352,4.974143113644997
-0.039584375,1.198582703262333,4.974143113644997
-0.03957187500000001,1.213277725548968,4.974143113644997
-0.039559375,1.224298992263956,4.977817241679803
-0.039546875,1.238994014550598,4.974143113644997
-0.039534375,1.250015281265579,4.974143113644997
-0.039521875,1.264710303552221,4.977817241679803
-0.03950937500000001,1.272057814695538,4.974143113644999
-0.039496875,1.286752836982183,4.974143113644997
-0.039484375,1.297774103697165,4.974143113644997
-0.039471875,1.308795370412146,4.974143113644997
-0.039459375,1.319816637127127,4.974143113644997
-0.03944687500000001,1.330837903842103,4.974143113644997
-0.039434375,1.34553292612875,4.977817241679803
-0.039421875,1.356554192843731,4.974143113644997
-0.039409375,1.367575459558713,4.974143113644997
-0.039396875,1.378596726273694,4.974143113644997
-0.03938437500000001,1.38961799298867,4.974143113644997
-0.039371875,1.400639259703656,4.974143113644997
-0.039359375,1.411660526418638,4.974143113644997
-0.039346875,1.422681793133619,4.974143113644997
-0.039334375,1.4337030598486,4.974143113644997
-0.03932187500000001,1.444724326563576,4.974143113644997
-0.039309375,1.455745593278563,4.97046898561019
-0.039296875,1.463093104421884,4.974143113644997
-0.039284375,1.477788126708525,4.974143113644997
-0.039271875,1.488809393423506,4.974143113644997
-0.03925937500000001,1.499830660138483,4.974143113644997
-0.039246875,1.507178171281809,4.97046898561019
-0.039234375,1.51819943799679,4.974143113644997
-0.039221875,1.525546949140111,4.974143113644997
-0.039209375,1.536568215855092,4.974143113644997
-0.03919687500000001,1.547589482570068,4.974143113644997
-0.039184375,1.558610749285054,4.977817241679803
-0.039171875,1.565958260428375,4.974143113644997
-0.039159375,1.576979527143357,4.974143113644997
-0.039146875,1.584327038286677,4.974143113644997
-0.03913437500000001,1.595348305001654,4.974143113644997
-0.039121875,1.60269581614498,4.974143113644997
-0.039109375,1.613717082859961,4.977817241679803
-0.039096875,1.624738349574942,4.974143113644997
-0.039084375,1.632085860718263,4.974143113644997
-0.03907187500000001,1.643107127433239,4.974143113644997
-0.039059375,1.650454638576565,4.974143113644997
-0.039046875,1.657802149719886,4.974143113644997
-0.039034375,1.668823416434867,4.974143113644997
-0.039021875,1.676170927578188,4.974143113644997
-0.03900937500000001,1.683518438721506,4.974143113644997
-0.038996875,1.69086594986483,4.974143113644997
-0.038984375,1.701887216579811,4.977817241679803
-0.038971875,1.712908483294792,4.974143113644997
-0.038959375,1.716582238866453,4.974143113644997
-0.03894687500000001,1.72392975000977,4.974143113644997
-0.038934375,1.734951016724755,4.974143113644997
-0.038921875,1.742298527868076,4.974143113644997
-0.038909375,1.749646039011396,4.974143113644997
-0.038896875,1.756993550154717,4.974143113644997
-0.03888437500000001,1.764341061298038,4.974143113644997
-0.038871875,1.768014816869699,4.974143113644997
-0.038859375,1.77903608358468,4.974143113644997
-0.038846875,1.78270983915634,4.974143113644997
-0.038834375,1.790057350299661,4.974143113644997
-0.03882187500000001,1.797404861442982,4.974143113644997
-0.038809375,1.804752372586303,4.974143113644997
-0.038796875,1.808426128157963,4.974143113644997
-0.038784375,1.815773639301284,4.974143113644997
-0.038771875,1.823121150444605,4.974143113644997
-0.03875937500000001,1.830468661587926,4.977817241679803
-0.038746875,1.83781617273125,4.974143113644997
-0.038734375,1.845163683874568,4.974143113644997
-0.038721875,1.848837439446228,4.974143113644997
-0.038709375,1.856184950589549,4.974143113644997
-0.03869687500000001,1.859858706161209,4.974143113644997
-0.038684375,1.863532461732873,4.974143113644997
-0.038671875,1.87087997287619,4.974143113644997
-0.038659375,1.874553728447851,4.974143113644997
-0.038646875,1.881901239591172,4.977817241679803
-0.03863437500000001,1.885574995162832,4.974143113644997
-0.038621875,1.889248750734496,4.974143113644997
-0.038609375,1.896596261877813,4.974143113644997
-0.038596875,1.900270017449474,4.974143113644997
-0.038584375,1.903943773021134,4.974143113644997
-0.03857187500000001,1.911291284164455,4.974143113644997
-0.038559375,1.914965039736117,4.974143113644997
-0.038546875,1.918638795307776,4.974143113644997
-0.038534375,1.925986306451097,4.974143113644997
-0.038521875,1.929660062022757,4.974143113644997
-0.03850937500000001,1.929660062022757,4.974143113644997
-0.038496875,1.933333817594419,4.977817241679801
-0.038484375,1.937007573166078,4.974143113644997
-0.038471875,1.944355084309399,4.977817241679803
-0.038459375,1.944355084309399,4.977817241679803
-0.03844687500000001,1.948028839881059,4.974143113644997
-0.038434375,1.951702595452721,4.974143113644997
-0.038421875,1.95537635102438,4.974143113644997
-0.038409375,1.95905010659604,4.974143113644997
-0.038396875,1.95905010659604,4.974143113644997
-0.03838437500000001,1.962723862167701,4.977817241679803
-0.038371875,1.966397617739363,4.974143113644997
-0.038359375,1.970071373311022,4.974143113644997
-0.038346875,1.973745128882682,4.974143113644997
-0.038334375,1.973745128882682,4.974143113644997
-0.03832187500000001,1.973745128882682,4.974143113644997
-0.038309375,1.981092640026001,4.974143113644997
-0.038296875,1.977418884454343,4.974143113644997
-0.038284375,1.981092640026003,4.974143113644997
-0.038271875,1.981092640026003,4.974143113644997
-0.03825937500000001,1.984766395597664,4.977817241679803
-0.038246875,1.984766395597664,4.974143113644997
-0.038234375,1.984766395597664,4.974143113644997
-0.038221875,1.988440151169324,4.974143113644997
-0.038209375,1.988440151169324,4.974143113644997
