time	V(voa)	V(vosc)
5.331829232962766e-04	1.878066e-03	-2.046807e-03
5.361126107962766e-04	1.326780e-03	-2.304008e-03
5.390422982962766e-04	1.064170e-03	-2.417571e-03
5.419719857962766e-04	1.208351e-03	-2.326773e-03
5.449016732962766e-04	1.877084e-03	-1.985037e-03
5.474510327503967e-04	2.967800e-03	-1.430684e-03
5.501948609486582e-04	4.740052e-03	-5.230457e-04
5.531245484486582e-04	7.357839e-03	7.972016e-04
5.560542359486582e-04	1.071711e-02	2.473040e-03
5.589839234486582e-04	1.473938e-02	4.468316e-03
5.619136109486582e-04	1.925805e-02	6.697334e-03
5.648432984486582e-04	2.400572e-02	9.024590e-03
5.677729859486582e-04	2.860692e-02	1.126151e-02
5.707026734486582e-04	3.257874e-02	1.316714e-02
5.736323609486583e-04	3.534188e-02	1.445406e-02
5.765620484486583e-04	3.624431e-02	1.480058e-02
5.794917359486583e-04	3.459949e-02	1.387011e-02
5.824214234486583e-04	2.974028e-02	1.133820e-02
5.853511109486583e-04	2.108830e-02	6.927216e-03
5.882807984486583e-04	8.237361e-03	9.828182e-04
5.885486900636825e-04	6.844588e-03	2.871389e-04
5.888548519094244e-04	5.207938e-03	-5.441842e-04
5.894671756009084e-04	1.789895e-03	-2.296765e-03
5.906918229838762e-04	-5.619227e-03	-5.970690e-03
5.906973656269204e-04	-5.654523e-03	-5.987838e-03
5.907029082699646e-04	-5.689828e-03	-6.005110e-03
5.907084509130088e-04	-5.725140e-03	-6.022504e-03
5.907139935560528e-04	-5.760461e-03	-6.040022e-03
5.907195361990970e-04	-5.795790e-03	-6.057663e-03
5.907250788421412e-04	-5.831127e-03	-6.075427e-03
5.907306214851854e-04	-5.866473e-03	-6.093313e-03
5.907877162674138e-04	-6.231549e-03	-6.276738e-03
5.908638426437184e-04	-6.720852e-03	-6.522884e-03
5.910160953963275e-04	-7.708122e-03	-7.020566e-03
5.913206009015457e-04	-9.717114e-03	-8.037281e-03
5.919296119119823e-04	-1.387106e-02	-1.015402e-02
5.931476339328554e-04	-2.270400e-02	-1.469732e-02
5.955836779746015e-04	-4.225284e-02	-2.463038e-02
5.985133654746015e-04	-6.834093e-02	-3.757044e-02
6.014430529746015e-04	-9.579461e-02	-5.103002e-02
6.043727404746015e-04	-1.224561e-01	-6.399460e-02
6.073024279746015e-04	-1.455455e-01	-7.507695e-02
6.102321154746015e-04	-1.617231e-01	-8.261991e-02
6.131618029746015e-04	-1.672246e-01	-8.476603e-02
6.160914904746015e-04	-1.580804e-01	-7.956874e-02
6.190211779746015e-04	-1.304249e-01	-6.514783e-02
6.219508654746015e-04	-8.089621e-02	-3.988884e-02
6.248805529746015e-04	-7.117224e-03	-2.681802e-03
6.278102404746015e-04	9.176159e-02	4.426680e-02
6.281764514121015e-04	1.060663e-01	5.107516e-02
6.289088732871016e-04	1.354198e-01	6.609740e-02
6.303737170371015e-04	1.984153e-01	9.848657e-02
6.331198237779757e-04	3.298211e-01	1.648371e-01
6.360495112779757e-04	4.838062e-01	2.408086e-01
6.389791987779757e-04	6.423272e-01	3.183573e-01
6.419088862779757e-04	7.918426e-01	3.908320e-01
6.448385737779757e-04	9.152889e-01	4.497325e-01
6.477682612779757e-04	9.925585e-01	4.850978e-01
6.506979487779757e-04	1.001420e+00	4.859773e-01
6.536276362779757e-04	9.189357e-01	4.411473e-01
6.565573237779757e-04	7.234075e-01	3.400861e-01
6.594870112779757e-04	3.968300e-01	1.905424e-01
6.597178303554166e-04	3.647297e-01	1.757210e-01
6.601794685102983e-04	2.987165e-01	1.417562e-01
6.611027448200617e-04	1.557570e-01	7.043248e-02
6.612599395396046e-04	1.297472e-01	5.764518e-02
6.615743289786903e-04	7.687551e-02	3.071796e-02
6.622031078568617e-04	-3.397747e-02	-2.551995e-02
6.629166323158568e-04	-1.680048e-01	-9.403436e-02
6.643436812338472e-04	-4.619493e-01	-2.475253e-01
6.671977790698279e-04	-1.146844e+00	-5.972115e-01
6.701274665698279e-04	-1.965370e+00	-9.979278e-01
6.713221709414501e-04	-2.325813e+00	-1.174624e+00
6.720906469773268e-04	-2.562887e+00	-1.292837e+00
6.725392125355045e-04	-2.687968e+00	-1.362402e+00
6.727604581173898e-04	-2.720906e+00	-1.396353e+00
6.731683008360459e-04	-2.750330e+00	-1.456674e+00
6.733674346762653e-04	-2.760237e+00	-1.484479e+00
6.737657023567042e-04	-2.777266e+00	-1.537240e+00
6.741740522019813e-04	-2.791065e+00	-1.586788e+00
6.749907518925355e-04	-2.813271e+00	-1.671270e+00
6.763139307142934e-04	-2.837998e+00	-1.768440e+00
6.789602883578091e-04	-2.859885e+00	-1.858309e+00
6.815427257922071e-04	-2.853588e+00	-1.833755e+00
6.843019349417871e-04	-2.821994e+00	-1.697206e+00
6.865043455421785e-04	-2.776088e+00	-1.529348e+00
6.874557005418915e-04	-2.745059e+00	-1.441126e+00
6.880143343502551e-04	-2.714196e+00	-1.384339e+00
6.883079834427709e-04	-2.687788e+00	-1.353076e+00
6.885244093254075e-04	-2.654945e+00	-1.329057e+00
6.888110617468102e-04	-2.597122e+00	-1.295894e+00
6.895745986836394e-04	-2.404551e+00	-1.197685e+00
6.901372910364784e-04	-2.243912e+00	-1.114950e+00
6.908512243326101e-04	-2.016727e+00	-9.984645e-01
6.917999702950633e-04	-1.673383e+00	-8.203707e-01
6.932890689495771e-04	-1.036478e+00	-4.908177e-01
6.950879671615693e-04	-1.035581e-01	-5.396966e-03
6.978977897641373e-04	1.710837e+00	8.788789e-01
6.982640007016373e-04	1.982559e+00	1.008635e+00
6.989964225766373e-04	2.539332e+00	1.288091e+00
6.991969273362739e-04	2.686141e+00	1.366104e+00
6.993004761194845e-04	2.728792e+00	1.406851e+00
6.994186851964430e-04	2.749147e+00	1.453160e+00
6.997718958224584e-04	2.791562e+00	1.587605e+00
7.001312936229559e-04	2.823249e+00	1.717886e+00
7.006853511549480e-04	2.864357e+00	1.904797e+00
7.017934662189323e-04	2.930475e+00	2.239650e+00
7.028381416355559e-04	2.979821e+00	2.505024e+00
7.043831927546426e-04	3.034769e+00	2.805237e+00
7.061233032277913e-04	3.074646e+00	3.028832e+00
7.081785675841760e-04	3.095548e+00	3.150750e+00
7.101481590500408e-04	3.092680e+00	3.142323e+00
7.119734805815677e-04	3.072974e+00	3.024489e+00
7.149031680815677e-04	3.014652e+00	2.685885e+00
7.178328555815677e-04	2.930499e+00	2.235490e+00
7.207625430815677e-04	2.823057e+00	1.714713e+00
7.218925497322630e-04	2.767621e+00	1.502626e+00
7.224467841169468e-04	2.725883e+00	1.396478e+00
7.227651247714821e-04	2.673704e+00	1.334820e+00
7.229378010220329e-04	2.624202e+00	1.300707e+00
7.232636739062670e-04	2.495051e+00	1.234305e+00
7.235903892334858e-04	2.356432e+00	1.164187e+00
7.239171045607046e-04	2.210667e+00	1.090319e+00
7.242438198879235e-04	2.057757e+00	1.012701e+00
7.245705352151423e-04	1.897702e+00	9.313338e-01
7.248972505423611e-04	1.730501e+00	8.462166e-01
7.252239658695799e-04	1.556156e+00	7.573496e-01
7.255506811967988e-04	1.374665e+00	6.647328e-01
7.264569830534082e-04	8.327048e-01	3.957238e-01
7.266260519254676e-04	7.243842e-01	3.424489e-01
7.269641896695863e-04	5.038281e-01	2.298895e-01
7.276404651578239e-04	3.901713e-02	-7.266314e-03
7.285752779077715e-04	-6.554565e-01	-3.524189e-01
7.287490500380801e-04	-7.922028e-01	-4.198510e-01
7.290965942986972e-04	-1.069824e+00	-5.610197e-01
7.297916828199315e-04	-1.649596e+00	-8.522886e-01
7.301534897453261e-04	-1.964337e+00	-1.010316e+00
7.308771035961153e-04	-2.617861e+00	-1.337898e+00
7.310661784405530e-04	-2.734297e+00	-1.425049e+00
7.312063368511782e-04	-2.761920e+00	-1.489928e+00
7.314388202714841e-04	-2.792896e+00	-1.595556e+00
7.316282034788511e-04	-2.813471e+00	-1.679219e+00
7.319476456923580e-04	-2.844444e+00	-1.815945e+00
7.323874417128121e-04	-2.880982e+00	-1.995431e+00
7.329605003833168e-04	-2.922410e+00	-2.212352e+00
7.338685119638856e-04	-2.978117e+00	-2.522838e+00
7.347192637301469e-04	-3.021955e+00	-2.774383e+00
7.359392916419830e-04	-3.072304e+00	-3.085530e+00
7.361002342679100e-04	-3.077868e+00	-3.121291e+00
7.364221195197639e-04	-3.088475e+00	-3.183562e+00
7.370658900234718e-04	-3.107096e+00	-3.298329e+00
7.372268326493988e-04	-3.111128e+00	-3.324163e+00
7.375487179012526e-04	-3.118780e+00	-3.369347e+00
7.381924884049605e-04	-3.131728e+00	-3.442927e+00
7.394800294123761e-04	-3.148819e+00	-3.527336e+00
7.419968056909784e-04	-3.152645e+00	-3.529961e+00
7.445640449045800e-04	-3.122461e+00	-3.352067e+00
7.472785261342962e-04	-3.061175e+00	-3.016478e+00
7.475977436303768e-04	-3.052125e+00	-2.966388e+00
7.482361786225381e-04	-3.033420e+00	-2.853023e+00
7.495130486068607e-04	-2.992868e+00	-2.611214e+00
7.520667885755059e-04	-2.900920e+00	-2.096661e+00
7.546428377897881e-04	-2.783269e+00	-1.558129e+00
7.553983268422510e-04	-2.723461e+00	-1.397528e+00
7.557186307077571e-04	-2.659714e+00	-1.328666e+00
7.558929182123088e-04	-2.595967e+00	-1.290425e+00
7.563774269662674e-04	-2.376329e+00	-1.179101e+00
7.568789215534972e-04	-2.131067e+00	-1.054732e+00
7.573277423183417e-04	-1.896576e+00	-9.352832e-01
7.579079822120245e-04	-1.572163e+00	-7.695305e-01
7.588241637586344e-04	-1.010944e+00	-4.809486e-01
7.601462838142794e-04	-9.404182e-02	-5.982238e-03
7.622367914945362e-04	1.612507e+00	8.319721e-01
7.624963144957404e-04	1.848547e+00	9.459118e-01
7.630153604981489e-04	2.329797e+00	1.188059e+00
7.632783090145596e-04	2.580273e+00	1.313195e+00
7.634370226955063e-04	2.710218e+00	1.389926e+00
7.635156037937086e-04	2.739732e+00	1.428025e+00
7.636647599632207e-04	2.766297e+00	1.499816e+00
7.638851541563152e-04	2.795616e+00	1.603545e+00
7.641182594506262e-04	2.821177e+00	1.709943e+00
7.645844700392482e-04	2.865518e+00	1.912570e+00
7.653699448977238e-04	2.927709e+00	2.229539e+00
7.661845637942014e-04	2.982069e+00	2.520574e+00
7.675431106427427e-04	3.055360e+00	2.948155e+00
7.677252981607201e-04	3.063621e+00	2.998770e+00
7.680896731966751e-04	3.079430e+00	3.087554e+00
7.688184232685850e-04	3.107340e+00	3.240767e+00
7.702759234124049e-04	3.149332e+00	3.495874e+00
7.705461622233534e-04	3.154900e+00	3.533231e+00
7.710866398452507e-04	3.164907e+00	3.587439e+00
7.721675950890452e-04	3.178454e+00	3.651474e+00
7.743295055766342e-04	3.182301e+00	3.652474e+00
7.767874068469429e-04	3.154351e+00	3.524911e+00
7.770927176717972e-04	3.148538e+00	3.495810e+00
7.777033393215057e-04	3.136115e+00	3.418881e+00
7.789245826209228e-04	3.106865e+00	3.237839e+00
7.813670692197570e-04	3.033841e+00	2.807409e+00
7.842967567197570e-04	2.926297e+00	2.220122e+00
7.872264442197570e-04	2.792942e+00	1.591753e+00
7.881152837116978e-04	2.725860e+00	1.396990e+00
7.885114258432817e-04	2.638575e+00	1.309089e+00
7.887050742984959e-04	2.559700e+00	1.265164e+00
7.891542079813664e-04	2.347419e+00	1.158241e+00
7.896694540672418e-04	2.086957e+00	1.025848e+00
7.902010456554551e-04	1.798337e+00	8.781631e-01
7.909696311554582e-04	1.344967e+00	6.435348e-01
7.924167378025272e-04	3.745774e-01	1.647696e-01
7.924780047070036e-04	3.299623e-01	1.431436e-01
7.926005385159563e-04	2.401964e-01	9.778646e-02
7.928456061338617e-04	5.736197e-02	6.087311e-03
7.928713359469723e-04	3.788451e-02	-3.647601e-03
7.929227955731935e-04	-1.166926e-03	-2.331759e-02
7.930257148256361e-04	-7.985307e-02	-6.284917e-02
7.930514446387467e-04	-9.967070e-02	-7.278889e-02
7.931029042649680e-04	-1.394032e-01	-9.279977e-02
7.932058235174106e-04	-2.194518e-01	-1.331782e-01
7.934116620222958e-04	-3.818815e-01	-2.153921e-01
7.938233390320660e-04	-7.160493e-01	-3.856172e-01
7.946466930516066e-04	-1.421342e+00	-7.400312e-01
7.950736650651998e-04	-1.806332e+00	-9.334397e-01
7.959276090923862e-04	-2.613564e+00	-1.337415e+00
7.961277159488396e-04	-2.738991e+00	-1.434151e+00
7.962845121935490e-04	-2.768545e+00	-1.510385e+00
7.965295592275794e-04	-2.800923e+00	-1.627066e+00
7.967593181994658e-04	-2.825964e+00	-1.732988e+00
7.971388522697619e-04	-2.862359e+00	-1.901896e+00
7.975871618512651e-04	-2.899343e+00	-2.091429e+00
7.981575007997335e-04	-2.940882e+00	-2.315447e+00
7.989364430379857e-04	-2.990110e+00	-2.592661e+00
7.998212885882932e-04	-3.037649e+00	-2.865521e+00
8.010927357793475e-04	-3.091988e+00	-3.204788e+00
8.012452697478322e-04	-3.097418e+00	-3.240524e+00
8.012619531506352e-04	-3.098005e+00	-3.244119e+00
8.012786365534382e-04	-3.098589e+00	-3.247700e+00
8.012953199562412e-04	-3.099172e+00	-3.251267e+00
8.013120033590443e-04	-3.099753e+00	-3.254819e+00
8.013286867618473e-04	-3.100331e+00	-3.258358e+00
8.013453701646503e-04	-3.100908e+00	-3.261882e+00
8.013620535674533e-04	-3.101483e+00	-3.265393e+00
8.014001870595745e-04	-3.102786e+00	-3.273342e+00
8.014764540438168e-04	-3.105354e+00	-3.288965e+00
8.016289880123015e-04	-3.110337e+00	-3.319116e+00
8.019340559492708e-04	-3.119701e+00	-3.375093e+00
8.025441918232095e-04	-3.136096e+00	-3.470263e+00
8.037644635710870e-04	-3.160131e+00	-3.601808e+00
8.058833421150281e-04	-3.177274e+00	-3.697505e+00
8.079153052936558e-04	-3.168384e+00	-3.643094e+00
8.104146298180701e-04	-3.129624e+00	-3.433900e+00
8.106874912243958e-04	-3.123572e+00	-3.400805e+00
8.112332140370475e-04	-3.110894e+00	-3.322684e+00
8.113696447402104e-04	-3.107522e+00	-3.302317e+00
8.116425061465361e-04	-3.100643e+00	-3.259592e+00
8.121882289591878e-04	-3.086130e+00	-3.171415e+00
8.123246596623507e-04	-3.082322e+00	-3.148597e+00
8.125975210686765e-04	-3.074584e+00	-3.101276e+00
8.131432438813281e-04	-3.058440e+00	-3.002654e+00
8.142346895066313e-04	-3.023714e+00	-2.792378e+00
8.164175807572378e-04	-2.946035e+00	-2.343936e+00
8.185423876974703e-04	-2.859367e+00	-1.887735e+00
8.203091415601911e-04	-2.766145e+00	-1.500594e+00
8.209271091137416e-04	-2.699739e+00	-1.364384e+00
8.211676563283837e-04	-2.633322e+00	-1.310673e+00
8.213796360931891e-04	-2.541592e+00	-1.262312e+00
8.216939680568868e-04	-2.393817e+00	-1.187693e+00
8.220083000205846e-04	-2.238946e+00	-1.109243e+00
8.223226319842823e-04	-2.076978e+00	-1.026959e+00
8.226369639479801e-04	-1.907914e+00	-9.408436e-01
8.229512959116778e-04	-1.731753e+00	-8.508955e-01
8.232656278753756e-04	-1.548496e+00	-7.571149e-01
8.235799598390733e-04	-1.358142e+00	-6.595019e-01
8.246556677860438e-04	-6.517313e-01	-3.091924e-01
8.248116858541356e-04	-5.412990e-01	-2.551116e-01
8.251237219903193e-04	-3.168747e-01	-1.423045e-01
8.253577490924570e-04	-1.436136e-01	-5.540587e-02
8.254747626435259e-04	-5.552777e-02	-1.117529e-02
8.255332694190603e-04	-1.111926e-02	1.113526e-02
8.255673983714554e-04	1.489873e-02	2.420967e-02
8.256015273238505e-04	4.099927e-02	3.732926e-02
8.256697852286407e-04	9.345666e-02	6.372431e-02
8.257477942626866e-04	1.538289e-01	9.415301e-02
8.259038123307784e-04	2.759191e-01	1.558513e-01
8.262158484669621e-04	5.254746e-01	2.826012e-01
8.268399207393295e-04	1.045991e+00	5.493769e-01
8.280880652840643e-04	2.171233e+00	1.113358e+00
8.286156151579388e-04	2.672260e+00	1.363403e+00
8.288207064159039e-04	2.755131e+00	1.463164e+00
8.290097324605132e-04	2.781353e+00	1.554556e+00
8.291412020302299e-04	2.799523e+00	1.617101e+00
8.292842814851766e-04	2.814500e+00	1.683876e+00
8.295162861312662e-04	2.839228e+00	1.789830e+00
8.297599947126448e-04	2.861370e+00	1.897476e+00
8.302474118754021e-04	2.903009e+00	2.102403e+00
8.308403265261615e-04	2.946584e+00	2.331289e+00
8.320261558276802e-04	3.020665e+00	2.730224e+00
8.334100534160634e-04	3.087195e+00	3.109949e+00
8.349166100968766e-04	3.139634e+00	3.438253e+00
8.351508788649136e-04	3.145631e+00	3.478508e+00
8.356194164009875e-04	3.156944e+00	3.541400e+00
8.365564914731353e-04	3.174380e+00	3.631468e+00
8.384306416174310e-04	3.190253e+00	3.708134e+00
8.405000209561749e-04	3.181743e+00	3.653601e+00
8.430285992712097e-04	3.140933e+00	3.409965e+00
8.458917998963364e-04	3.063657e+00	2.994279e+00
8.462580108338364e-04	3.051612e+00	2.929424e+00
8.469904327088365e-04	3.026791e+00	2.785064e+00
8.484552764588364e-04	2.973406e+00	2.481444e+00
8.513849639588364e-04	2.852001e+00	1.849628e+00
8.525078909608838e-04	2.795527e+00	1.602666e+00
8.531477110680080e-04	2.753832e+00	1.461036e+00
8.535164286919753e-04	2.715359e+00	1.379413e+00
8.537041888947944e-04	2.679057e+00	1.337631e+00
8.538442863280238e-04	2.634449e+00	1.306061e+00
8.541116381258687e-04	2.517879e+00	1.244424e+00
8.547486204108816e-04	2.207190e+00	1.085939e+00
8.553800909402781e-04	1.870378e+00	9.119521e-01
8.564460704750377e-04	1.236318e+00	5.966059e-01
8.566514352551869e-04	1.103123e+00	5.314018e-01
8.570621648154854e-04	8.305201e-01	3.916953e-01
8.578836239360824e-04	2.480237e-01	1.013719e-01
8.579498779184599e-04	1.987114e-01	7.706754e-02
8.581155128744039e-04	7.437513e-02	1.460484e-02
8.581983303523758e-04	1.145713e-02	-1.701185e-02
8.582314573435646e-04	-1.384755e-02	-2.974840e-02
8.582977113259421e-04	-6.470006e-02	-5.530124e-02
8.583474018127253e-04	-1.030624e-01	-7.459151e-02
8.584136557951028e-04	-1.544823e-01	-1.004969e-01
8.585461637598580e-04	-2.582932e-01	-1.529146e-01
8.588111796893681e-04	-4.697956e-01	-2.601721e-01
8.593412115483885e-04	-9.082681e-01	-4.842996e-01
8.604012752664292e-04	-1.846352e+00	-9.555236e-01
8.609381904849169e-04	-2.352033e+00	-1.205963e+00
8.612619886969326e-04	-2.662349e+00	-1.362703e+00
8.613778033559762e-04	-2.732085e+00	-1.419542e+00
8.614765837337730e-04	-2.753542e+00	-1.468010e+00
8.616373676696537e-04	-2.779058e+00	-1.545895e+00
8.618024268812626e-04	-2.800152e+00	-1.624044e+00
8.621325453044805e-04	-2.835725e+00	-1.776106e+00
8.625212499912613e-04	-2.871577e+00	-1.947283e+00
8.631294801016734e-04	-2.919596e+00	-2.199094e+00
8.637210271112883e-04	-2.960286e+00	-2.422873e+00
8.647186902988269e-04	-3.018931e+00	-2.757048e+00
8.656786895258761e-04	-3.065199e+00	-3.042884e+00
8.658429695009981e-04	-3.072082e+00	-3.086282e+00
8.661715294512420e-04	-3.085315e+00	-3.164066e+00
8.668286493517298e-04	-3.108815e+00	-3.308700e+00
8.669929293268517e-04	-3.113980e+00	-3.341657e+00
8.673214892770956e-04	-3.123836e+00	-3.400294e+00
8.679786091775834e-04	-3.140861e+00	-3.498653e+00
8.692928489785591e-04	-3.164887e+00	-3.630760e+00
8.713583224051351e-04	-3.178718e+00	-3.706257e+00
8.735114947527696e-04	-3.166457e+00	-3.632582e+00
8.757962062853889e-04	-3.128782e+00	-3.429312e+00
8.760608868794502e-04	-3.122814e+00	-3.396158e+00
8.765902480675729e-04	-3.110344e+00	-3.319332e+00
8.767225883646036e-04	-3.107037e+00	-3.299345e+00
8.769872689586649e-04	-3.100296e+00	-3.257514e+00
8.775166301467876e-04	-3.086107e+00	-3.171304e+00
8.776489704438183e-04	-3.082392e+00	-3.149028e+00
8.779136510378796e-04	-3.074847e+00	-3.102898e+00
8.784430122260022e-04	-3.059128e+00	-3.006896e+00
8.795017346022476e-04	-3.025393e+00	-2.802562e+00
8.816191793547384e-04	-2.950151e+00	-2.367113e+00
8.837486167671085e-04	-2.863765e+00	-1.909267e+00
8.857914754006439e-04	-2.752447e+00	-1.460426e+00
8.864262843229728e-04	-2.643221e+00	-1.319378e+00
8.866316065410407e-04	-2.564307e+00	-1.272598e+00
8.871789398270326e-04	-2.301869e+00	-1.141005e+00
8.879185311951964e-04	-1.915792e+00	-9.453697e-01
8.883380015186153e-04	-1.679256e+00	-8.252192e-01
8.890340462165803e-04	-1.258754e+00	-6.114581e-01
8.897825301543223e-04	-7.668771e-01	-3.677504e-01
8.899200702070089e-04	-6.713331e-01	-3.205616e-01
8.901951503123821e-04	-4.774497e-01	-2.218969e-01
8.907453105231283e-04	-7.290976e-02	-1.547961e-02
8.916174684132624e-04	6.141821e-01	3.269440e-01
8.917824828047618e-04	7.514729e-01	3.947256e-01
8.921125115877605e-04	1.030041e+00	5.363309e-01
8.927725691537578e-04	1.610901e+00	8.281986e-01
8.931187537046403e-04	1.928175e+00	9.875680e-01
8.938111228064055e-04	2.587122e+00	1.317739e+00
8.939992833662581e-04	2.726054e+00	1.409222e+00
8.941196275196699e-04	2.756035e+00	1.468110e+00
8.943579319357089e-04	2.790426e+00	1.582923e+00
8.944862168926044e-04	2.805061e+00	1.643366e+00
8.947119360070031e-04	2.829800e+00	1.747479e+00
8.949872939117309e-04	2.855952e+00	1.870095e+00
8.955380097211865e-04	2.903105e+00	2.101992e+00
8.962588795184741e-04	2.955701e+00	2.378248e+00
8.974746168251829e-04	3.029463e+00	2.776863e+00
8.990708786135871e-04	3.102296e+00	3.194261e+00
9.005605768561318e-04	3.149328e+00	3.495915e+00
9.008031955185790e-04	3.154886e+00	3.533332e+00
9.012884328434734e-04	3.165168e+00	3.590045e+00
9.022589074932621e-04	3.180320e+00	3.666154e+00
9.041998567928398e-04	3.190912e+00	3.713881e+00
9.061633049322794e-04	3.177955e+00	3.637828e+00
9.084510179721673e-04	3.138158e+00	3.398182e+00
9.113807054721673e-04	3.057482e+00	2.958668e+00
9.117469164096673e-04	3.045243e+00	2.892829e+00
9.124793382846673e-04	3.020046e+00	2.746812e+00
9.139441820346673e-04	2.965990e+00	2.440893e+00
9.168738695346673e-04	2.842852e+00	1.806712e+00
9.179136754017678e-04	2.789077e+00	1.577762e+00
9.185167779523088e-04	2.747524e+00	1.444228e+00
9.188597900783122e-04	2.707464e+00	1.368230e+00
9.190236437119749e-04	2.672014e+00	1.331685e+00
9.191707524364254e-04	2.621403e+00	1.298422e+00
9.194548648164608e-04	2.494362e+00	1.232505e+00
9.198247815777393e-04	2.316093e+00	1.141726e+00
9.202754242954887e-04	2.085594e+00	1.023014e+00
9.211216269596207e-04	1.613272e+00	7.793096e-01
9.223287537258405e-04	8.493302e-01	3.775633e-01
9.247430072582800e-04	-9.986418e-01	-5.286974e-01
9.249168672447600e-04	-1.149305e+00	-6.006445e-01
9.252645872177199e-04	-1.454994e+00	-7.560019e-01
9.259600271636399e-04	-2.092310e+00	-1.076122e+00
9.263124682821821e-04	-2.428209e+00	-1.243380e+00
9.265252587016964e-04	-2.633906e+00	-1.346869e+00
9.266268295627123e-04	-2.713177e+00	-1.396795e+00
9.266925754093116e-04	-2.737655e+00	-1.429164e+00
9.268897327648249e-04	-2.772798e+00	-1.525207e+00
9.270255581724675e-04	-2.791386e+00	-1.589957e+00
9.272972089877527e-04	-2.822279e+00	-1.716240e+00
9.277217037783457e-04	-2.863272e+00	-1.905905e+00
9.282303860963416e-04	-2.904951e+00	-2.121135e+00
9.287559477804097e-04	-2.942898e+00	-2.326831e+00
9.295959225962417e-04	-2.995602e+00	-2.623372e+00
9.305056232466921e-04	-3.043636e+00	-2.901128e+00
9.317478566897971e-04	-3.095774e+00	-3.210390e+00
9.330198489388041e-04	-3.134783e+00	-3.467427e+00
9.332090377972113e-04	-3.139266e+00	-3.498234e+00
9.335874155140256e-04	-3.147686e+00	-3.548126e+00
9.343441709476542e-04	-3.161255e+00	-3.624359e+00
9.358576818149115e-04	-3.176363e+00	-3.696525e+00
9.383462183519301e-04	-3.171030e+00	-3.649194e+00
9.408421005786332e-04	-3.133989e+00	-3.460921e+00
9.411150975987967e-04	-3.128088e+00	-3.428764e+00
9.416610916391238e-04	-3.115702e+00	-3.349742e+00
9.427530797197779e-04	-3.087744e+00	-3.179983e+00
9.430260767399415e-04	-3.080019e+00	-3.134352e+00
9.435720707802685e-04	-3.064095e+00	-3.036535e+00
9.446640588609227e-04	-3.029750e+00	-2.827750e+00
9.468480350222308e-04	-2.952678e+00	-2.380828e+00
9.489905879547385e-04	-2.866150e+00	-1.920720e+00
9.514211474255634e-04	-2.716320e+00	-1.385692e+00
9.519282856244158e-04	-2.563979e+00	-1.271409e+00
9.522226337973625e-04	-2.422042e+00	-1.202598e+00
9.524479681554081e-04	-2.313464e+00	-1.147564e+00
9.526733025134538e-04	-2.201036e+00	-1.090432e+00
9.528986368714993e-04	-2.084759e+00	-1.031200e+00
9.531239712295449e-04	-1.964632e+00	-9.698695e-01
9.533493055875904e-04	-1.840656e+00	-9.064402e-01
9.535746399456361e-04	-1.712830e+00	-8.409122e-01
9.537999743036816e-04	-1.581155e+00	-7.732854e-01
9.548680982183457e-04	-9.082511e-01	-4.231111e-01
9.565817385472789e-04	3.463919e-01	1.921686e-01
9.566631245937691e-04	4.115909e-01	2.236766e-01
9.568258966867495e-04	5.429769e-01	2.901084e-01
9.571514408727104e-04	8.115898e-01	4.265262e-01
9.578025292446321e-04	1.372001e+00	7.137028e-01
9.591047059884756e-04	2.582836e+00	1.317416e+00
9.594299909161221e-04	2.757408e+00	1.472880e+00
9.597310899945646e-04	2.798841e+00	1.617222e+00
9.599272928095440e-04	2.820972e+00	1.708999e+00
9.601406995858770e-04	2.842250e+00	1.805596e+00
9.605675131385429e-04	2.880893e+00	1.989252e+00
9.613720357500888e-04	2.942785e+00	2.309531e+00
9.622767273378380e-04	3.001287e+00	2.627193e+00
9.635838412656065e-04	3.069352e+00	3.029052e+00
9.637682036816892e-04	3.077434e+00	3.078774e+00
9.641369285138547e-04	3.092877e+00	3.165762e+00
9.648743781781856e-04	3.119999e+00	3.326059e+00
9.650587405942683e-04	3.125874e+00	3.362134e+00
9.654274654264338e-04	3.137029e+00	3.425214e+00
9.661649150907647e-04	3.155924e+00	3.527939e+00
9.676398144194265e-04	3.180940e+00	3.648469e+00
9.703644134182983e-04	3.187978e+00	3.669324e+00
9.730314930105622e-04	3.153602e+00	3.483085e+00
9.755765701249600e-04	3.091473e+00	3.155712e+00
9.759427810624600e-04	3.080368e+00	3.095656e+00
9.766752029374600e-04	3.057349e+00	2.959622e+00
9.781400466874601e-04	3.007110e+00	2.667809e+00
9.810697341874600e-04	2.892502e+00	2.047338e+00
9.833016609515641e-04	2.784066e+00	1.558859e+00
9.840767019774978e-04	2.720099e+00	1.387023e+00
9.844200287144162e-04	2.640830e+00	1.310165e+00
9.846082153518022e-04	2.563491e+00	1.267161e+00
9.850476617154142e-04	2.354818e+00	1.161804e+00
9.856898943715706e-04	2.025512e+00	9.937980e-01
9.864154050753344e-04	1.617776e+00	7.833889e-01
9.875471944792462e-04	9.051745e-01	4.307509e-01
9.876859521153398e-04	8.106581e-01	3.845725e-01
9.879634673875268e-04	6.187705e-01	2.868887e-01
9.885184979319009e-04	2.179347e-01	8.641467e-02
9.885826150312282e-04	1.700125e-01	6.263588e-02
9.887108492298829e-04	7.355968e-02	1.389636e-02
9.889673176271924e-04	-1.229909e-01	-8.477258e-02
