#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2E82
#Date Time: 2024-09-19 11:12:53.072
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 10 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 4.99 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.00512,0.004680161088500678,4.505791476844652
-0.00511875,0.003677001156689577,4.502117348809845
-0.0051175,0.003008227868815663,4.502117348809843
-0.00511625,0.003342614512752544,4.498443220775039
-0.005115,0.004011387800626611,4.502117348809845
-0.00511375,0.004345774444563644,4.505791476844652
-0.0051125,0.003677001156689577,4.498443220775039
-0.00511125,0.003677001156689577,4.502117348809843
-0.00511,0.003677001156689577,4.498443220775039
-0.00510875,0.003342614512752848,4.498443220775041
-0.0051075,0.004011387800626611,4.502117348809845
-0.00510625,0.003342614512752848,4.502117348809845
-0.005105,0.004011387800626611,4.502117348809845
-0.00510375,0.003677001156689577,4.494769092740232
-0.0051025,0.003677001156689577,4.498443220775039
-0.00510125,0.003677001156689577,4.494769092740232
-0.0051,0.002339454580942052,4.494769092740232
-0.00509875,0.002673841224878477,4.494769092740232
-0.0050975,0.002005067937004867,4.498443220775037
-0.00509625,0.00300822786881551,4.494769092740232
-0.005095,0.003008227868815358,4.498443220775039
-0.00509375,0.002673841224878477,4.498443220775039
-0.0050925,0.00200506793700441,4.494769092740232
-0.00509125,0.002339454580941292,4.494769092740232
-0.00509,0.003342614512752544,4.494769092740232
-0.00508875,0.003008227868815663,4.498443220775037
-0.0050875,0.002673841224878477,4.502117348809845
-0.00508625,0.002339454580941596,4.498443220775036
-0.005085,0.002673841224878477,4.491094964705426
-0.00508375,0.00200506793700441,4.498443220775039
-0.0050825,0.001670681293067377,4.505791476844652
-0.00508125,0.002339454580941444,4.498443220775039
-0.00508,0.002339454580941444,4.494769092740234
-0.00507875,0.002673841224878477,4.498443220775039
-0.0050775,0.002339454580941596,4.494769092740234
-0.00507625,0.00200506793700441,4.494769092740232
-0.005075,0.001670681293067529,4.494769092740232
-0.00507375,0.00200506793700441,4.494769092740232
-0.0050725,0.001670681293067377,4.491094964705426
-0.00507125,0.001670681293067377,4.487420836670619
-0.00507,0.00200506793700441,4.498443220775039
-0.00506875,0.0006675213612568848,4.494769092740234
-0.0050675,0.00100190800519331,4.494769092740232
-0.00506625,0.001670681293067681,4.494769092740232
-0.005065,0.002339454580941444,4.494769092740232
-0.00506375,0.001336294649130343,4.498443220775037
-0.0050625,0.001336294649130343,4.494769092740232
-0.00506125,0.00100190800519331,4.494769092740232
-0.00506,0.00100190800519331,4.494769092740232
-0.00505875,0.00100190800519331,4.491094964705426
-0.0050575,0.00100190800519331,4.491094964705426
-0.00505625,0.00100190800519331,4.494769092740232
-0.005055,0.0003331347173193953,4.49476909274023
-0.00505375,0.0006675213612562767,4.491094964705426
-0.0050525,0.0003331347173193953,4.491094964705426
-0.00505125,0.0006675213612562767,4.491094964705426
-0.00505,0.00100190800519331,4.491094964705426
-0.00504875,0.0003331347173195473,4.487420836670621
-0.0050475,-1.251926617790167e-06,4.491094964705426
-0.00504625,-1.251926617790167e-06,4.491094964705426
-0.005045,-0.0003356385705548236,4.491094964705426
-0.00504375,0.0003331347173192432,4.491094964705426
-0.0050425,0.0003331347173192432,4.491094964705426
-0.00504125,-1.251926617790167e-06,4.491094964705426
-0.00504,-0.000670025214491857,4.491094964705426
-0.00503875,-1.251926617790167e-06,4.491094964705426
-0.0050375,-0.0003356385705546715,4.49476909274023
-0.00503625,-0.00100441185842889,4.494769092740232
-0.005035,-0.0003356385705551276,4.491094964705428
-0.00503375,-0.0003356385705548236,4.491094964705426
-0.0050325,-0.001338798502365772,4.491094964705426
-0.00503125,-0.00100441185842889,4.491094964705426
-0.00503,-0.0003356385705548236,4.491094964705426
-0.00502875,-0.000670025214491857,4.491094964705426
-0.0050275,-0.00100441185842889,4.487420836670619
-0.00502625,-0.00100441185842889,4.491094964705424
-0.005025,-0.000670025214491857,4.491094964705426
-0.00502375,-0.001673185146303109,4.487420836670619
-0.0050225,-0.002007571790239991,4.487420836670619
-0.00502125,-0.001673185146302805,4.491094964705424
-0.00502,-0.001338798502365924,4.487420836670619
-0.00501875,-0.001673185146302957,4.491094964705426
-0.0050175,-0.00100441185842889,4.487420836670619
-0.00501625,-0.002007571790239991,4.491094964705426
-0.005015,-0.001673185146303109,4.487420836670621
-0.00501375,-0.001673185146302957,4.487420836670619
-0.0050125,-0.001673185146302957,4.491094964705424
-0.00501125,-0.001673185146302957,4.487420836670619
-0.00501,-0.002341958434177024,4.483746708635813
-0.00500875,-0.002341958434177024,4.483746708635813
-0.0050075,-0.002341958434177024,4.483746708635813
-0.00500625,-0.002007571790239991,4.483746708635813
-0.005005,-0.002341958434177024,4.480072580601007
-0.00500375,-0.002676345078113905,4.480072580601007
-0.0050025,-0.002676345078114057,4.483746708635813
-0.00500125,-0.00267634507811421,4.483746708635811
-0.005,-0.003010731722051091,4.480072580601007
